ID,OneHotEncoder,LetterComposition
875,[0 0 0 ... 0 0 1],"[0.08180536 0.         0.02397743 0.06911142 0.06488011 0.01974612
 0.04513399 0.02397743 0.04795487 0.         0.02679831 0.07898449
 0.022567   0.03667137 0.         0.06629055 0.05218618 0.04654443
 0.13399154 0.0606488  0.06205924 0.00987306 0.02679831 0.        ]"
876,[0 0 0 ... 0 0 1],"[0.07973422 0.         0.02325581 0.0730897  0.06810631 0.02325581
 0.0448505  0.02657807 0.04817276 0.         0.03156146 0.08637874
 0.02657807 0.03156146 0.         0.06478405 0.05980066 0.04817276
 0.10299003 0.05647841 0.06146179 0.01162791 0.03156146 0.        ]"
877,[0 0 0 ... 0 0 1],"[0.09733333 0.         0.02933333 0.02533333 0.06       0.01866667
 0.088      0.02       0.01866667 0.         0.01333333 0.17866667
 0.008      0.004      0.         0.08933333 0.092      0.068
 0.07733333 0.03733333 0.03466667 0.02666667 0.01333333 0.        ]"
878,[0 0 0 ... 0 0 1],"[0.09555855 0.         0.02960969 0.02422611 0.06056528 0.01884253
 0.08882907 0.02018843 0.01884253 0.         0.01345895 0.17900404
 0.00807537 0.00403769 0.         0.08748318 0.09286676 0.06864065
 0.07806191 0.03768506 0.03364738 0.0269179  0.01345895 0.        ]"
879,[0 0 0 ... 0 0 1],"[0.1037594  0.         0.02706767 0.02857143 0.06015038 0.01804511
 0.08721805 0.01954887 0.02105263 0.         0.01353383 0.18345865
 0.00902256 0.00150376 0.         0.08571429 0.0887218  0.07067669
 0.07218045 0.03308271 0.03609023 0.02706767 0.01353383 0.        ]"
880,[0 0 0 ... 0 0 1],"[0.03651685 0.         0.01685393 0.05337079 0.03932584 0.03932584
 0.03932584 0.03089888 0.0505618  0.         0.0252809  0.1011236
 0.01685393 0.0758427  0.         0.05617978 0.03370787 0.06741573
 0.16011236 0.05898876 0.05898876 0.01685393 0.02247191 0.        ]"
881,[0 0 0 ... 0 0 1],"[0.03551913 0.         0.01639344 0.05191257 0.03825137 0.03825137
 0.04098361 0.03005464 0.05464481 0.         0.03278689 0.09836066
 0.01639344 0.07377049 0.         0.05464481 0.03551913 0.06830601
 0.1557377  0.06284153 0.05737705 0.01639344 0.02185792 0.        ]"
882,[0 0 0 ... 0 0 1],"[0.05141388 0.         0.01799486 0.02570694 0.06940874 0.02056555
 0.08997429 0.01542416 0.03084833 0.         0.04113111 0.10796915
 0.01285347 0.04113111 0.         0.05655527 0.03856041 0.03856041
 0.12596401 0.1311054  0.05655527 0.00514139 0.02313625 0.        ]"
883,[0 0 0 ... 0 0 1],"[0.04518072 0.         0.02108434 0.02409639 0.07228916 0.02409639
 0.06927711 0.01204819 0.03614458 0.         0.04518072 0.12650602
 0.01204819 0.03614458 0.         0.05722892 0.03012048 0.03614458
 0.12951807 0.14156627 0.05722892 0.0060241  0.01807229 0.        ]"
884,[0 0 0 ... 0 0 1],"[0.04218362 0.         0.04466501 0.03225806 0.03722084 0.03473945
 0.04962779 0.02233251 0.04218362 0.         0.03970223 0.12903226
 0.01736973 0.01985112 0.         0.0719603  0.04218362 0.06451613
 0.09925558 0.09181141 0.08188586 0.01985112 0.01736973 0.        ]"
885,[0 0 0 ... 0 0 1],"[0.03892216 0.         0.02994012 0.03892216 0.04790419 0.04191617
 0.05988024 0.02694611 0.03293413 0.         0.0508982  0.11676647
 0.02095808 0.01796407 0.         0.07185629 0.05988024 0.04491018
 0.0988024  0.08383234 0.08682635 0.01197605 0.01796407 0.        ]"
886,[0 0 0 ... 0 0 1],"[0.06020942 0.         0.01832461 0.02617801 0.07853403 0.01570681
 0.07853403 0.02094241 0.04973822 0.         0.03664921 0.09424084
 0.02094241 0.03926702 0.         0.05497382 0.04712042 0.03664921
 0.14659686 0.09685864 0.04188482 0.0104712  0.02617801 0.        ]"
887,[0 0 0 ... 0 0 1],"[0.05230769 0.         0.02153846 0.02461538 0.08307692 0.01846154
 0.05538462 0.01846154 0.05846154 0.         0.04       0.11076923
 0.02461538 0.03384615 0.         0.05846154 0.04       0.03384615
 0.15692308 0.09538462 0.04       0.01230769 0.02153846 0.        ]"
888,[0 0 0 ... 0 0 1],"[0.06633499 0.         0.01824212 0.03482587 0.05804312 0.05804312
 0.06135987 0.02487562 0.05970149 0.         0.06633499 0.07960199
 0.01658375 0.06135987 0.         0.05140962 0.02819237 0.05970149
 0.11774461 0.05804312 0.03150912 0.00497512 0.04311774 0.        ]"
889,[0 0 0 ... 0 0 1],"[0.066787   0.         0.01624549 0.03429603 0.05956679 0.05956679
 0.06137184 0.02707581 0.06137184 0.         0.066787   0.07400722
 0.01805054 0.06137184 0.         0.04873646 0.02888087 0.05956679
 0.12274368 0.05776173 0.03068592 0.00541516 0.03971119 0.        ]"
890,[0 0 0 ... 0 0 1],"[0.056926   0.         0.02087287 0.04364326 0.14421252 0.028463
 0.01897533 0.02466793 0.0341556  0.         0.08728653 0.12713472
 0.02656546 0.0170778  0.         0.03036053 0.0740038  0.08918406
 0.05882353 0.03225806 0.03605313 0.0227704  0.02656546 0.        ]"
891,[0 0 0 ... 0 0 1],"[0.06015038 0.         0.         0.02255639 0.16541353 0.01503759
 0.02255639 0.         0.01503759 0.         0.09774436 0.14285714
 0.05263158 0.0075188  0.         0.01503759 0.09774436 0.10526316
 0.04511278 0.03759398 0.06766917 0.01503759 0.01503759 0.        ]"
892,[0 0 0 ... 0 0 1],"[0.04678363 0.         0.03070175 0.05409357 0.10964912 0.02046784
 0.02923977 0.02631579 0.05116959 0.         0.10380117 0.10672515
 0.0248538  0.04824561 0.         0.02923977 0.07163743 0.03654971
 0.10233918 0.05263158 0.04093567 0.00584795 0.00877193 0.        ]"
893,[0 0 0 ... 0 0 1],"[0.04692082 0.         0.03225806 0.05571848 0.10703812 0.01906158
 0.03079179 0.02785924 0.05278592 0.         0.1026393  0.1085044
 0.02492669 0.0483871  0.         0.02785924 0.07184751 0.03812317
 0.09970674 0.0542522  0.03812317 0.0058651  0.00733138 0.        ]"
894,[0 0 0 ... 0 0 1],"[0.03370787 0.         0.03595506 0.05842697 0.09213483 0.0247191
 0.03595506 0.02696629 0.04719101 0.         0.0988764  0.08314607
 0.0247191  0.05393258 0.         0.04719101 0.06067416 0.02921348
 0.13707865 0.05168539 0.04044944 0.00674157 0.01123596 0.        ]"
895,[0 0 0 ... 0 0 1],"[0.07216495 0.         0.03298969 0.06185567 0.05360825 0.05773196
 0.0556701  0.02886598 0.0556701  0.         0.05360825 0.09278351
 0.02061856 0.03917526 0.         0.04742268 0.03917526 0.06804124
 0.07628866 0.04948454 0.03092784 0.01237113 0.05154639 0.        ]"
896,[0 0 0 ... 0 0 1],"[0.07589286 0.         0.03348214 0.06026786 0.05580357 0.0625
 0.0625     0.02901786 0.06026786 0.         0.04910714 0.09375
 0.02455357 0.04241071 0.         0.04464286 0.03571429 0.06473214
 0.05803571 0.04910714 0.03348214 0.01116071 0.05357143 0.        ]"
897,[0 0 0 ... 0 0 1],"[0.06137931 0.         0.01241379 0.05310345 0.10965517 0.03241379
 0.03448276 0.02827586 0.03517241 0.         0.08965517 0.12068966
 0.02206897 0.03655172 0.         0.02896552 0.07724138 0.03793103
 0.08551724 0.04068966 0.06       0.01172414 0.02206897 0.        ]"
898,[0 0 0 ... 0 0 1],"[0.06143791 0.         0.01372549 0.05098039 0.10457516 0.03137255
 0.03594771 0.02941176 0.03594771 0.         0.08823529 0.12156863
 0.02156863 0.03660131 0.         0.02810458 0.07581699 0.03856209
 0.08627451 0.04183007 0.06339869 0.01176471 0.02287582 0.        ]"
899,[0 0 0 ... 0 0 1],"[0.07805907 0.         0.00843882 0.05063291 0.11392405 0.01054852
 0.06118143 0.02742616 0.04008439 0.         0.07805907 0.12025316
 0.01054852 0.04219409 0.         0.05274262 0.07383966 0.06751055
 0.08227848 0.03375527 0.03797468 0.0021097  0.00843882 0.        ]"
900,[0 0 0 ... 0 0 1],"[0.05900621 0.         0.01242236 0.0621118  0.11490683 0.00310559
 0.04037267 0.03416149 0.04037267 0.         0.09006211 0.13975155
 0.01863354 0.04658385 0.         0.01552795 0.09006211 0.07142857
 0.07453416 0.02484472 0.04037267 0.00310559 0.01863354 0.        ]"
901,[0 0 0 ... 0 0 1],"[0.03546099 0.         0.0141844  0.06382979 0.11347518 0.
 0.04964539 0.0141844  0.0212766  0.         0.12765957 0.14893617
 0.02836879 0.03546099 0.         0.02836879 0.08510638 0.09929078
 0.05673759 0.0141844  0.03546099 0.0070922  0.0212766  0.        ]"
902,[0 0 0 ... 0 0 1],"[0.07372401 0.         0.01134216 0.05293006 0.11909263 0.0094518
 0.05860113 0.02457467 0.03780718 0.         0.08128544 0.12287335
 0.01323251 0.03969754 0.         0.04725898 0.07372401 0.06616257
 0.08128544 0.03402647 0.03780718 0.00378072 0.01134216 0.        ]"
903,[0 0 0 ... 0 0 1],"[0.07750473 0.         0.01134216 0.0510397  0.11153119 0.0094518
 0.05482042 0.02457467 0.04914934 0.         0.08128544 0.12098299
 0.01134216 0.03780718 0.         0.04725898 0.07183365 0.06616257
 0.07939509 0.03402647 0.04536862 0.00378072 0.01134216 0.        ]"
904,[0 0 0 ... 0 0 1],"[0.08457711 0.         0.00995025 0.04726368 0.11691542 0.01243781
 0.06218905 0.02736318 0.04228856 0.         0.0721393  0.1119403
 0.00995025 0.039801   0.         0.05472637 0.06716418 0.05970149
 0.08955224 0.039801   0.04228856 0.00248756 0.00746269 0.        ]"
905,[0 0 0 ... 0 0 1],"[0.05504587 0.         0.01834862 0.04954128 0.06605505 0.03486239
 0.03119266 0.03119266 0.07522936 0.         0.11376147 0.09724771
 0.0293578  0.0293578  0.         0.0440367  0.05321101 0.06055046
 0.08990826 0.05137615 0.03669725 0.01651376 0.01651376 0.        ]"
906,[0 0 0 ... 0 0 1],"[0.06796117 0.         0.02912621 0.0631068  0.05339806 0.03398058
 0.01456311 0.03398058 0.06796117 0.         0.12621359 0.13106796
 0.02912621 0.04368932 0.         0.05339806 0.05339806 0.04854369
 0.04854369 0.05339806 0.01456311 0.01941748 0.01456311 0.        ]"
907,[0 0 0 ... 0 0 1],"[0.09620596 0.         0.02845528 0.02168022 0.05826558 0.02439024
 0.09078591 0.02574526 0.00948509 0.         0.01355014 0.19105691
 0.00813008 0.01084011 0.         0.08672087 0.0799458  0.0704607
 0.0799458  0.03523035 0.04065041 0.01897019 0.00948509 0.        ]"
908,[0 0 0 ... 0 0 1],"[0.12990937 0.         0.02416918 0.02416918 0.05135952 0.01812689
 0.10574018 0.01812689 0.0060423  0.         0.00906344 0.17824773
 0.01208459 0.0060423  0.         0.0694864  0.06646526 0.10271903
 0.081571   0.02416918 0.04229607 0.02416918 0.0060423  0.        ]"
909,[0 0 0 ... 0 0 1],"[0.07758621 0.         0.03017241 0.09913793 0.06034483 0.05172414
 0.0387931  0.02155172 0.06896552 0.         0.06034483 0.09913793
 0.01724138 0.0387931  0.         0.03448276 0.03448276 0.01724138
 0.06896552 0.06465517 0.06034483 0.02586207 0.03017241 0.        ]"
910,[0 0 0 ... 0 0 1],"[0.0862069  0.         0.02298851 0.08045977 0.05747126 0.04597701
 0.03448276 0.02298851 0.08045977 0.         0.04597701 0.11494253
 0.01724138 0.03448276 0.         0.04597701 0.04022989 0.02298851
 0.06896552 0.05172414 0.06896552 0.01724138 0.04022989 0.        ]"
911,[0 0 0 ... 0 0 1],"[0.0565445  0.         0.00732984 0.0408377  0.14031414 0.02408377
 0.01780105 0.02198953 0.06701571 0.         0.12774869 0.11727749
 0.03141361 0.04921466 0.         0.02408377 0.07015707 0.0617801
 0.03769634 0.03769634 0.04816754 0.00209424 0.01675393 0.        ]"
912,[0 0 0 ... 0 0 1],"[0.0568012  0.         0.01046338 0.04035874 0.13153961 0.02092676
 0.01793722 0.01793722 0.06875934 0.         0.13153961 0.12556054
 0.03139013 0.0568012  0.         0.02242152 0.06427504 0.06726457
 0.03587444 0.0328849  0.04783259 0.00298954 0.01644245 0.        ]"
913,[0 0 0 ... 0 0 1],"[0.04484305 0.         0.00224215 0.04035874 0.14125561 0.03363229
 0.02466368 0.03363229 0.04932735 0.         0.16143498 0.08295964
 0.01569507 0.03811659 0.         0.03139013 0.08295964 0.06502242
 0.04484305 0.0426009  0.03587444 0.01569507 0.01345291 0.        ]"
914,[0 0 0 ... 0 0 1],"[0.06994329 0.         0.00378072 0.03591682 0.12287335 0.03591682
 0.03780718 0.03024575 0.04536862 0.         0.14744802 0.07372401
 0.01512287 0.03969754 0.         0.03213611 0.08128544 0.05860113
 0.04347826 0.05293006 0.04725898 0.01512287 0.01134216 0.        ]"
915,[0 0 0 ... 0 0 1],"[0.05922166 0.         0.01692047 0.04568528 0.11844332 0.02876481
 0.00846024 0.02707276 0.05245347 0.         0.11844332 0.12013536
 0.03045685 0.03553299 0.         0.02876481 0.07783418 0.06937394
 0.05076142 0.03045685 0.03384095 0.01522843 0.0321489  0.        ]"
916,[0 0 0 ... 0 0 1],"[0.04744526 0.         0.01824818 0.05839416 0.11313869 0.04014599
 0.01094891 0.02554745 0.05839416 0.         0.11313869 0.12773723
 0.02189781 0.03284672 0.         0.02189781 0.07664234 0.0620438
 0.05474453 0.02919708 0.03284672 0.01824818 0.03649635 0.        ]"
917,[0 0 0 ... 0 0 1],"[0.03921569 0.         0.02352941 0.04313725 0.10588235 0.03137255
 0.00392157 0.03137255 0.05490196 0.         0.10588235 0.13333333
 0.02352941 0.05490196 0.         0.03137255 0.08235294 0.04313725
 0.0745098  0.03529412 0.03529412 0.01176471 0.03529412 0.        ]"
918,[0 0 0 ... 0 0 1],"[0.03010033 0.         0.03010033 0.06020067 0.10702341 0.0367893
 0.01337793 0.04013378 0.06020067 0.         0.08695652 0.13377926
 0.01672241 0.05351171 0.         0.02675585 0.09364548 0.0367893
 0.06020067 0.03344482 0.02675585 0.01003344 0.04347826 0.        ]"
919,[0 0 0 ... 0 0 1],"[0.02280912 0.         0.0120048  0.04321729 0.12364946 0.02761104
 0.01920768 0.030012   0.06602641 0.         0.11404562 0.10204082
 0.02881152 0.06722689 0.         0.02521008 0.06722689 0.03121248
 0.09963986 0.05762305 0.04201681 0.         0.02040816 0.        ]"
920,[0 0 0 ... 0 0 1],"[0.02386935 0.         0.01256281 0.04396985 0.1218593  0.02638191
 0.01884422 0.03140704 0.06281407 0.         0.11557789 0.10301508
 0.03015075 0.06658291 0.         0.02512563 0.0678392  0.03140704
 0.09798995 0.05904523 0.04020101 0.         0.02135678 0.        ]"
921,[0 0 0 ... 0 0 1],"[0.16129032 0.         0.00645161 0.03870968 0.06451613 0.01290323
 0.07741935 0.03870968 0.         0.         0.02580645 0.1483871
 0.01935484 0.02580645 0.         0.07096774 0.08387097 0.07096774
 0.0516129  0.03870968 0.0516129  0.         0.01290323 0.        ]"
922,[0 0 0 ... 0 0 1],"[0.13669065 0.         0.00719424 0.03597122 0.05755396 0.02158273
 0.07913669 0.02877698 0.         0.         0.02877698 0.16546763
 0.01438849 0.02877698 0.         0.0647482  0.09352518 0.0647482
 0.05755396 0.04316547 0.05755396 0.         0.01438849 0.        ]"
923,[0 0 0 ... 0 0 1],"[0.13445378 0.         0.01680672 0.03361345 0.04201681 0.01680672
 0.12605042 0.02521008 0.         0.         0.03361345 0.14285714
 0.00840336 0.01680672 0.         0.06722689 0.04201681 0.07563025
 0.07563025 0.03361345 0.08403361 0.00840336 0.01680672 0.        ]"
924,[0 0 0 ... 0 0 1],"[0.109375   0.         0.01171875 0.04296875 0.09375    0.015625
 0.078125   0.0234375  0.0078125  0.         0.0390625  0.140625
 0.015625   0.02734375 0.         0.05859375 0.07421875 0.05859375
 0.0703125  0.05859375 0.04296875 0.0234375  0.0078125  0.        ]"
925,[0 0 0 ... 0 0 1],"[0.02761104 0.         0.0120048  0.04201681 0.12484994 0.02881152
 0.02040816 0.02641056 0.06602641 0.         0.11284514 0.10444178
 0.02881152 0.07563025 0.         0.0240096  0.06722689 0.03121248
 0.09483794 0.05162065 0.04201681 0.         0.01920768 0.        ]"
926,[0 0 0 ... 0 0 1],"[0.02751196 0.         0.01196172 0.04066986 0.12440191 0.02870813
 0.02033493 0.02392344 0.06818182 0.         0.11244019 0.10526316
 0.02870813 0.07535885 0.         0.02631579 0.06818182 0.02990431
 0.09688995 0.05023923 0.04066986 0.         0.02033493 0.        ]"
927,[0 0 0 ... 0 0 1],"[0.07438017 0.         0.00826446 0.03305785 0.09917355 0.02066116
 0.0785124  0.02479339 0.01652893 0.         0.04958678 0.12396694
 0.00826446 0.02066116 0.         0.08264463 0.08677686 0.05371901
 0.05785124 0.07024793 0.07024793 0.01652893 0.00413223 0.        ]"
928,[0 0 0 ... 0 0 1],"[0.07490637 0.         0.00749064 0.02996255 0.09363296 0.02621723
 0.08988764 0.02247191 0.01498127 0.         0.05243446 0.12359551
 0.01123596 0.01872659 0.         0.07490637 0.082397   0.05617978
 0.05617978 0.06741573 0.07116105 0.01872659 0.00749064 0.        ]"
929,[0 0 0 ... 0 0 1],"[0.0877193  0.         0.03070175 0.09649123 0.05263158 0.04385965
 0.05263158 0.02192982 0.05263158 0.         0.04385965 0.10087719
 0.01754386 0.03070175 0.         0.03070175 0.03070175 0.02631579
 0.07894737 0.07017544 0.06578947 0.02631579 0.03947368 0.        ]"
930,[0 0 0 ... 0 0 1],"[0.0913242  0.         0.03196347 0.0913242  0.05479452 0.0456621
 0.05479452 0.02283105 0.05022831 0.         0.03652968 0.10045662
 0.01826484 0.03652968 0.         0.02739726 0.03196347 0.02739726
 0.07762557 0.07305936 0.06849315 0.02739726 0.03196347 0.        ]"
931,[0 0 0 ... 0 0 1],"[0.08865248 0.         0.06382979 0.05319149 0.04964539 0.0035461
 0.10283688 0.0035461  0.0141844  0.         0.0212766  0.14539007
 0.0177305  0.0141844  0.         0.08865248 0.02836879 0.04609929
 0.10992908 0.08510638 0.04255319 0.0177305  0.0035461  0.        ]"
932,[0 0 0 ... 0 0 1],"[0.10416667 0.         0.05       0.04166667 0.04583333 0.
 0.10833333 0.00416667 0.01666667 0.         0.02083333 0.15833333
 0.02083333 0.01666667 0.         0.0875     0.02916667 0.0375
 0.10416667 0.0875     0.04583333 0.01666667 0.00416667 0.        ]"
933,[0 0 0 ... 0 0 1],"[0.11023622 0.         0.05511811 0.02362205 0.03149606 0.
 0.05511811 0.09448819 0.05511811 0.         0.08661417 0.06299213
 0.02362205 0.04724409 0.         0.02362205 0.04724409 0.09448819
 0.05511811 0.03149606 0.07874016 0.00787402 0.01574803 0.        ]"
934,[0 0 0 ... 0 0 1],"[0.14529915 0.         0.05128205 0.04273504 0.05128205 0.01709402
 0.04273504 0.04273504 0.06837607 0.         0.         0.1025641
 0.04273504 0.02564103 0.         0.02564103 0.03418803 0.05982906
 0.13675214 0.04273504 0.05982906 0.         0.00854701 0.        ]"
935,[0 0 0 ... 0 0 1],"[0.07070707 0.         0.01851852 0.04377104 0.05387205 0.05555556
 0.06565657 0.02693603 0.05050505 0.         0.06397306 0.08417508
 0.01346801 0.06565657 0.         0.05050505 0.02693603 0.06228956
 0.10606061 0.05723906 0.03367003 0.00505051 0.04545455 0.        ]"
936,[0 0 0 ... 0 0 1],"[0.07383628 0.         0.02086677 0.04173355 0.0529695  0.05778491
 0.06420546 0.02407705 0.04815409 0.         0.06581059 0.08186196
 0.01284109 0.06741573 0.         0.06260032 0.02889246 0.06099518
 0.10272873 0.05617978 0.03210273 0.00481541 0.04012841 0.        ]"
937,[0 0 0 ... 0 0 1],"[0.07049608 0.         0.02610966 0.04438642 0.06527415 0.07310705
 0.07049608 0.03133159 0.06527415 0.         0.07049608 0.08093995
 0.0156658  0.05483029 0.         0.04438642 0.02088773 0.05744125
 0.06005222 0.04177546 0.04177546 0.0078329  0.05744125 0.        ]"
938,[0 0 0 ... 0 0 1],"[0.07329843 0.         0.03141361 0.04712042 0.06282723 0.07853403
 0.04712042 0.02094241 0.05235602 0.         0.07329843 0.10994764
 0.02094241 0.04712042 0.         0.04188482 0.01570681 0.05235602
 0.05759162 0.05235602 0.03664921 0.         0.07853403 0.        ]"
939,[0 0 0 ... 0 0 1],"[0.06885246 0.         0.02131148 0.04262295 0.05081967 0.05737705
 0.06557377 0.02622951 0.05081967 0.         0.06393443 0.09344262
 0.01311475 0.06393443 0.         0.05409836 0.02459016 0.06229508
 0.10655738 0.0557377  0.03278689 0.00491803 0.04098361 0.        ]"
940,[0 0 0 ... 0 0 1],"[0.07617188 0.         0.0078125  0.04492188 0.08203125 0.02148438
 0.0859375  0.01953125 0.02148438 0.         0.0390625  0.09570312
 0.01953125 0.0234375  0.         0.05664062 0.05273438 0.13671875
 0.11328125 0.03515625 0.04101562 0.00976562 0.01757812 0.        ]"
